pipeline,task,model,experiment_id,best_epoch,avg_test_accuracy,learning_rate,weight_decay,test_cross_env_loss,test_cross_env_accuracy,test_cross_env_f1_score,test_cross_device_loss,test_cross_device_accuracy,test_cross_device_f1_score,test_loss,test_accuracy,test_f1_score,test_cross_user_loss,test_cross_user_accuracy,test_cross_user_f1_score,test_hard_loss,test_hard_accuracy,test_hard_f1_score,test_easy_loss,test_easy_accuracy,test_easy_f1_score,test_medium_loss,test_medium_accuracy,test_medium_f1_score
supervised,HumanIdentification,timesformer1d,params_bf0441f6,68,0.400278782903023,0.001,1e-05,8.382007711794195,0.26018901358535146,0.4129364893367706,6.891998083443049,0.34439834024896265,0.2926768611306719,0.03322686419697776,0.9965277777777778,0.9965148429289415,11.753795427909468,0.0,0.0,,,,,,,,,
supervised,HumanActivityRecognition,mlp,params_3142207e,51,0.5858043906478788,0.001,1e-05,2.0805738105714613,0.4914852658077891,0.46499356408483355,1.555652441109083,0.5045580110497238,0.4317191399728413,0.6866892740209266,0.7482363315696648,0.7282341266144615,2.0553284158264877,0.5989379541643376,0.5081851361719689,,,,,,,,,
supervised,HumanActivityRecognition,lstm,params_253964b8,75,0.5844077123434982,0.001,1e-05,3.3908756951764656,0.49370650081445283,0.4618375200646549,3.477830738915923,0.4585635359116022,0.4549611063041402,0.706843041290892,0.808641975308642,0.8118177959496465,2.9320834684531873,0.5767188373392957,0.5180444724888832,,,,,,,,,
supervised,HumanActivityRecognition,resnet18,params_e70ed12b,16,0.6028391001043608,0.001,1e-05,2.2887072999901408,0.5055530875166593,0.45092302178309024,2.531295015930471,0.4824585635359116,0.45511006910451496,0.4383206253960019,0.8478835978835979,0.8397232369250206,2.074331774449735,0.5754611514812744,0.48354336559860994,,,,,,,,,
supervised,HumanActivityRecognition,transformer,params_67b38637,97,0.5692642919347413,0.001,1e-05,2.701604638614426,0.4526876943580631,0.4503281825970762,2.4207012724481234,0.4382596685082873,0.4488027737298071,0.632621336971431,0.7755731922398589,0.7767325113780731,1.7514512714158896,0.6105366126327557,0.5459121055551458,,,,,,,,,
supervised,HumanActivityRecognition,vit,params_0e86c568,91,0.6146322433605185,0.001,1e-05,2.9038860012332934,0.4479490596771805,0.45357835851980755,2.238367340973069,0.5493093922651934,0.5294234392565959,0.41790866862318926,0.8518518518518519,0.8484565174056695,2.1314724940304783,0.609418669647848,0.5327988205978847,,,,,,,,,
supervised,HumanActivityRecognition,patchtst,params_922b7c5c,94,0.599075630375538,0.001,1e-05,3.527981877521146,0.4594994817118318,0.44697656976273725,3.3825791651516823,0.4703038674033149,0.4401437156877741,0.4194672273133587,0.8871252204585538,0.888702405722162,2.6877172451701625,0.5793739519284516,0.5169031493544737,,,,,,,,,
supervised,HumanActivityRecognition,timesformer1d,params_8ded8568,95,0.58938218060625,0.001,1e-05,2.727802968812522,0.4932622538131201,0.4751567723232248,2.711696969738323,0.46353591160220997,0.45585774945419644,0.49497743258400567,0.8540564373897708,0.854345060930208,2.4263547406042,0.5466741196198994,0.4932466245708671,,,,,,,,,
supervised,MotionSourceRecognition,mlp,params_d0537c49,86,0.9890687857698122,0.001,1e-05,,,,,,,0.037442528193993206,0.9886221945137157,0.9886244827100756,,,,0.0253897269146858,0.9918633034987795,0.9918665994162644,0.04541161413660645,0.9879518072289156,0.9879305540958496,0.039438020681865964,0.9878378378378379,0.9878567949193131
supervised,MotionSourceRecognition,lstm,params_c579fb8f,42,0.9782977928546607,0.001,1e-05,,,,,,,0.07126268504007947,0.9802057356608479,0.9802087170361181,,,,0.09551569527211304,0.9715215622457283,0.9718498388898984,0.08123762517937441,0.9785809906291834,0.9829866753068408,0.06287121588186688,0.9828828828828828,0.9828746144036916
supervised,MotionSourceRecognition,resnet18,params_1f994ff2,43,0.9971992272385797,0.001,1e-05,,,,,,,0.0115431767284348,0.9975062344139651,0.9975062679817641,,,,0.0043386313983755235,0.9975589910496339,0.997558490919044,0.035526334844224225,0.9959839357429718,0.9959817459436393,0.009502395001836887,0.9977477477477478,0.9977475104430488
supervised,MotionSourceRecognition,transformer,params_a222f2d6,97,0.9753031666514675,0.001,1e-05,,,,,,,0.10754410773957075,0.9766209476309227,0.9766449208775254,,,,0.09114022937277018,0.9747762408462164,0.9756544957653404,0.09622018280822568,0.9718875502008032,0.9798506775698357,0.11398991366740684,0.9779279279279279,0.9779677890238557
supervised,MotionSourceRecognition,vit,params_11a038cd,93,0.9888666567059292,0.001,1e-05,,,,,,,0.05005002271639766,0.9881546134663342,0.9881509198109116,,,,0.048650135633480175,0.9861676159479251,0.9861759880704731,0.015096240960808978,0.9933065595716198,0.9946118289107689,0.05631824994988337,0.9878378378378379,0.98782303092024
supervised,MotionSourceRecognition,patchtst,params_643be153,78,0.9803321242467471,0.001,1e-05,,,,,,,0.0795516215554638,0.9816084788029925,0.9816476174005646,,,,0.09629978177868845,0.9780309194467046,0.9780781700268936,0.08021413754074969,0.9785809906291834,0.983753728374587,0.07480423587446755,0.9831081081081081,0.9832260335956123
supervised,MotionSourceRecognition,timesformer1d,params_0dac0144,80,0.9704680624979607,0.001,1e-05,,,,,,,0.09567450391550483,0.9727244389027432,0.9727956234455652,,,,0.12463530053190323,0.9658258746948739,0.9665406175251721,0.10046516778539752,0.9678714859437751,0.9703633990805336,0.0868521039790541,0.9754504504504504,0.9756337977158815
supervised,FallDetection,mlp,params_60343880,34,0.7733625933625934,0.001,1e-05,,,,,,,0.20611210716319633,0.9119119119119119,0.9119819045270414,,,,0.69463050365448,0.52,0.5031276901004305,0.15878789182547684,0.9472527472527472,0.9476391740128005,0.6651223301887512,0.7142857142857143,0.7142857142857143
supervised,FallDetection,lstm,params_777afae4,27,0.8916025366025366,0.001,1e-05,,,,,,,0.17528371708290474,0.944944944944945,0.9449336996766355,,,,0.7296788692474365,0.6533333333333333,0.657751124437781,0.13134579261007545,0.9681318681318681,0.9681576122208143,0.06127465143799782,1.0,1.0
supervised,FallDetection,resnet18,params_4166b74d,10,0.8572069322069322,0.001,1e-05,,,,,,,0.179677078584293,0.944944944944945,0.945135326893813,,,,0.6810685992240906,0.7333333333333333,0.7280000000000001,0.13255611946294596,0.9648351648351648,0.9649601001713678,0.5565141439437866,0.7857142857142857,0.7868131868131868
supervised,FallDetection,transformer,params_740a8d3f,66,0.7555289355289355,0.001,1e-05,,,,,,,0.16683057368219317,0.928928928928929,0.9286942359431014,,,,0.7983300089836121,0.48,0.45082352941176473,0.10432779237136736,0.9703296703296703,0.9704555629777127,0.8464783430099487,0.6428571428571429,0.6371275783040489
supervised,FallDetection,vit,params_f09ea709,38,0.7661884411884412,0.001,1e-05,,,,,,,0.17240744460750748,0.9259259259259259,0.9257332864298038,,,,0.6709772944450378,0.5333333333333333,0.5426244343891403,0.11658513026086839,0.9626373626373627,0.9626773940345369,1.129948377609253,0.6428571428571429,0.5578231292517007
supervised,FallDetection,patchtst,params_8766393c,58,0.7936611336611337,0.001,1e-05,,,,,,,0.23249509545775862,0.9229229229229229,0.9227749558244076,,,,0.8191907405853271,0.5066666666666667,0.49787127830272765,0.1619921441916581,0.9593406593406594,0.9595313284001067,1.6721735000610352,0.7857142857142857,0.7669172932330827
supervised,FallDetection,timesformer1d,params_49139d8e,47,0.7735998635998635,0.001,1e-05,,,,,,,0.17930121572168023,0.9269269269269269,0.9271557536153936,,,,0.7090050578117371,0.64,0.6194285714285716,0.12028144383495981,0.9560439560439561,0.9561579702256436,1.17788827419281,0.5714285714285714,0.5523809523809523
