pipeline,task_name,model_name,experiment_id,learning_rate,weight_decay,batch_size,seed,test_hard_loss,test_hard_accuracy,test_hard_f1_score,test_medium_loss,test_medium_accuracy,test_medium_f1_score,test_loss,test_accuracy,test_f1_score,test_easy_loss,test_easy_accuracy,test_easy_f1_score,test_cross_device_loss,test_cross_device_accuracy,test_cross_device_f1_score,test_cross_env_loss,test_cross_env_accuracy,test_cross_env_f1_score,test_cross_user_loss,test_cross_user_accuracy,test_cross_user_f1_score
supervised,Localization,lstm,params_7c81c708,0.001,1e-05,128,42,0.07418410009602561,0.9799270072992701,0.9800152668711883,0.0007017749667000968,1.0,1.0,0.041090411422946664,0.9888027562446167,0.9888556783745713,0.019305397076218315,0.9943820224719101,0.9957775874672559,,,,,,,,,
supervised,Localization,lstm,params_973ce980,0.001,1e-05,128,99,0.06032347505110024,0.9890510948905109,0.989068210333516,0.00013902040116569564,1.0,1.0,0.028563231459755006,0.9948320413436692,0.994813399600424,0.00019359754923642142,1.0,1.0,,,,,,,,,
supervised,Localization,lstm,params_b569a792,0.001,1e-05,128,3,0.09635392760001395,0.9781021897810219,0.9780787285957818,0.00034625068622195533,1.0,1.0,0.04575471108360978,0.9896640826873385,0.9896515315726445,0.0006468659456494903,1.0,1.0,,,,,,,,,
supervised,Localization,lstm,params_f960bf0a,0.001,1e-05,128,11,0.052602231815239806,0.9854014598540146,0.9853314155765548,0.00030760503177447717,1.0,1.0,0.03436904295753129,0.9913867355727821,0.9913522834328116,0.030891519081726503,0.9943820224719101,0.994380939422563,,,,,,,,,
supervised,Localization,resnet18,params_11adb554,0.001,1e-05,128,42,0.00046870039510846576,1.0,1.0,0.00038337667566879944,1.0,1.0,0.00044381416121595617,1.0,1.0,0.0004491365718749467,1.0,1.0,,,,,,,,,
supervised,Localization,resnet18,params_1cb56cdf,0.001,1e-05,128,3,9.174795062803785e-06,1.0,1.0,1.1917097951060863e-05,1.0,1.0,1.0645275847642609e-05,1.0,1.0,1.1990682375316476e-05,1.0,1.0,,,,,,,,,
supervised,Localization,resnet18,params_8eceee31,0.001,1e-05,128,11,6.873612294235287e-06,1.0,1.0,9.246758348087677e-06,1.0,1.0,8.345786160850595e-06,1.0,1.0,9.96152166305947e-06,1.0,1.0,,,,,,,,,
supervised,Localization,resnet18,params_a2da4f9a,0.001,1e-05,128,99,0.0005156517438386587,1.0,1.0,0.0007177318234797494,1.0,1.0,0.0006151507570689847,1.0,1.0,0.0006942371635048995,1.0,1.0,,,,,,,,,
supervised,Localization,transformer,params_1d22790e,0.001,1e-05,128,99,0.03446179730511767,0.9945255474452555,0.9945210930429907,0.0003175744219928398,1.0,1.0,0.03160456282247143,0.9948320413436692,0.9948248443386783,0.04979273521346616,0.9915730337078652,0.9929646575189128,,,,,,,,,
supervised,Localization,transformer,params_503b8851,0.001,1e-05,128,11,0.04462522665297028,0.9927007299270073,0.9927072215547507,0.0018696492746870016,1.0,1.0,0.039439372395278706,0.9931093884582257,0.9931328590863711,0.05857863087531472,0.9887640449438202,0.9915542865913588,,,,,,,,,
supervised,Localization,transformer,params_70cab9ce,0.001,1e-05,128,42,0.10281495925338163,0.9799270072992701,0.9798504082665518,0.0003694791132982835,1.0,1.0,0.05244841779764998,0.9896640826873385,0.9895984916279883,0.012514217672974205,0.9971910112359551,0.9971939444322494,,,,,,,,,
supervised,Localization,transformer,params_8092f941,0.001,1e-05,128,3,0.04567528676486363,0.9908759124087592,0.9908101757154771,0.0058559435969115555,0.9961089494163424,0.9961082515326398,0.02530673108780129,0.9931093884582257,0.9930688360225558,0.007994603355195416,0.9943820224719101,0.9943736755835779,,,,,,,,,
supervised,Localization,vit,params_3537ad91,0.001,1e-05,128,99,0.02540167810626491,0.9945255474452555,0.9944974058764293,0.0010498329321672625,1.0,1.0,0.020507329218486657,0.9948320413436692,0.9948253212444558,0.027019901623625015,0.9915730337078652,0.9929659153910536,,,,,,,,,
supervised,Localization,vit,params_52fa036f,0.001,1e-05,128,42,0.027270884626973284,0.9927007299270073,0.9926985942123651,0.02195425200500754,0.9961089494163424,0.9961110149647507,0.01848792060018452,0.9956933677863911,0.9956857151095094,0.002465694316066383,1.0,1.0,,,,,,,,,
supervised,Localization,vit,params_8731729f,0.001,1e-05,128,3,0.011577660081921702,0.9981751824817519,0.9981731205410532,0.00040578589242872156,1.0,1.0,0.005806093221476372,0.9991386735572783,0.999136899946621,0.0008203079858585523,1.0,1.0,,,,,,,,,
supervised,Localization,vit,params_f333e7e8,0.001,1e-05,128,11,0.019336598129929418,0.9945255474452555,0.994527255693985,0.000536221624573997,1.0,1.0,0.009499110994899836,0.9974160206718347,0.9974144912603535,0.0008264093632349388,1.0,1.0,,,,,,,,,
supervised,Localization,patchtst,params_08afe0d3,0.001,1e-05,128,99,0.0022341560021749813,1.0,1.0,0.0009748743546235191,1.0,1.0,0.0016555258322689236,1.0,1.0,0.001256194955857701,1.0,1.0,,,,,,,,,
supervised,Localization,patchtst,params_34828ef5,0.001,1e-05,128,11,0.011169193329520686,0.9981751824817519,0.9981754521778172,0.005935232265863037,0.9961089494163424,0.9980434830398557,0.00669031074379852,0.9982773471145564,0.9982790915132939,0.0003409473442281544,1.0,1.0,,,,,,,,,
supervised,Localization,patchtst,params_7a36f67f,0.001,1e-05,128,42,0.011431367999880853,0.9963503649635036,0.9963406342354582,0.0010405712050262563,1.0,1.0,0.005973364047434993,0.9982773471145564,0.9982712768702694,0.0011327481368200833,1.0,1.0,,,,,,,,,
supervised,Localization,patchtst,params_90990f7e,0.001,1e-05,128,3,0.0013848337562360467,1.0,1.0,0.00013705486774735393,1.0,1.0,0.000719213125399317,1.0,1.0,0.00011487174524109435,1.0,1.0,,,,,,,,,
supervised,Localization,timesformer1d,params_015ccc41,0.001,1e-05,128,99,6.781369987297396e-05,1.0,1.0,0.0014046693330525117,1.0,1.0,0.00035339677323323326,1.0,1.0,3.407751415232249e-05,1.0,1.0,,,,,,,,,
supervised,Localization,timesformer1d,params_50850af7,0.001,1e-05,128,42,8.017368942675908e-05,1.0,1.0,3.428246457407619e-05,1.0,1.0,5.7798310787726634e-05,1.0,1.0,4.033163959013947e-05,1.0,1.0,,,,,,,,,
supervised,Localization,timesformer1d,params_b0adb232,0.001,1e-05,128,3,0.0008825851140380667,1.0,1.0,0.00010960740026504215,1.0,1.0,0.00047667546596953246,1.0,1.0,0.00011683839922339205,1.0,1.0,,,,,,,,,
supervised,Localization,timesformer1d,params_eb782b8f,0.001,1e-05,128,11,0.0019950756707983294,1.0,1.0,0.0008634880263492436,1.0,1.0,0.0014508606169716127,1.0,1.0,0.0010371666487955142,1.0,1.0,,,,,,,,,
supervised,FallDetection,mlp,params_00354554,0.001,1e-05,128,3,0.6435776948928833,0.6164383561643836,0.6124916471767459,0.8026524186134338,0.5882352941176471,0.5795665634674921,0.1714219558150021,0.9243781094527364,0.924434794740202,0.12202492046877335,0.9551912568306011,0.9552018839626993,,,,,,,,,
supervised,FallDetection,mlp,params_28a476f2,0.001,1e-05,128,42,0.6251091957092285,0.6301369863013698,0.6281877741079647,0.5943636298179626,0.7058823529411765,0.6996904024767803,0.17654520136799978,0.9144278606965174,0.9142905226951661,0.1329953637930865,0.940983606557377,0.941011439477389,,,,,,,,,
supervised,FallDetection,mlp,params_5e25208c,0.001,1e-05,128,11,0.6078983545303345,0.6301369863013698,0.6298585274165976,0.4567239284515381,0.7058823529411765,0.7058823529411765,0.1907317855761419,0.9144278606965174,0.9145826203834552,0.15250770501751718,0.940983606557377,0.9411163902147329,,,,,,,,,
supervised,FallDetection,mlp,params_d9a1683c,0.001,1e-05,128,99,0.6274250745773315,0.6712328767123288,0.66567767186415,0.4796236753463745,0.8235294117647058,0.8222910216718267,0.16743372941195075,0.9333333333333333,0.9335500778671034,0.12493467571956864,0.9562841530054644,0.9563825112701726,,,,,,,,,
supervised,FallDetection,lstm,params_0cf575ed,0.001,1e-05,128,99,0.5773976445198059,0.6712328767123288,0.6511150817285422,1.2204430103302002,0.7058823529411765,0.6843352725705667,0.14106866638755325,0.9472636815920398,0.947350035513719,0.0862037679211038,0.9737704918032787,0.9737578356858902,,,,,,,,,
supervised,FallDetection,lstm,params_3bd37380,0.001,1e-05,128,11,0.6151360869407654,0.684931506849315,0.6846943011326573,0.5687485933303833,0.6470588235294118,0.6446078431372548,0.13507726128718153,0.9442786069651742,0.944360196270138,0.0887202090904361,0.9704918032786886,0.970551913173129,,,,,,,,,
supervised,FallDetection,lstm,params_3e14d7a6,0.001,1e-05,128,42,0.6248328685760498,0.6301369863013698,0.6079729105741112,0.786418080329895,0.7647058823529411,0.7546218487394958,0.13147753316223326,0.9492537313432836,0.9489496418165234,0.07994863918977357,0.9781420765027322,0.9781207436945143,,,,,,,,,
supervised,FallDetection,lstm,params_90ecd1d5,0.001,1e-05,128,3,0.5937548875808716,0.6986301369863014,0.6984038833353903,0.8971452116966248,0.6470588235294118,0.6446078431372548,0.11775898088270159,0.9562189054726368,0.956166788122432,0.06530296161027799,0.9825136612021858,0.9825136612021858,,,,,,,,,
supervised,FallDetection,resnet18,params_607c4475,0.001,1e-05,128,42,0.566222608089447,0.726027397260274,0.7232083194119613,0.5164782404899597,0.7647058823529411,0.7546218487394958,0.12975079995482716,0.9482587064676616,0.9483162047943944,0.08774354715164893,0.9693989071038251,0.9694274386666758,,,,,,,,,
supervised,FallDetection,resnet18,params_7dca26b1,0.001,1e-05,128,99,0.9288101196289062,0.6712328767123288,0.6458085778983477,0.5160834193229675,0.8235294117647058,0.8198142414860682,0.14072379275637478,0.9502487562189055,0.9504325138653498,0.0708761938445555,0.9748633879781421,0.9749036882091494,,,,,,,,,
supervised,FallDetection,resnet18,params_7f46b5f6,0.001,1e-05,128,3,0.5184159874916077,0.6986301369863014,0.6970319634703196,0.8638129234313965,0.7058823529411765,0.6843352725705667,0.14089516834981405,0.9512437810945273,0.9512713515591046,0.09734475911376092,0.9759562841530055,0.975978701809531,,,,,,,,,
supervised,FallDetection,resnet18,params_f9d4782b,0.001,1e-05,128,11,0.7025811076164246,0.6575342465753424,0.6572764142746276,0.7144615650177002,0.8235294117647058,0.8198142414860682,0.140515986055284,0.945273631840796,0.9453818493546857,0.0850101722068474,0.9704918032786886,0.9705765686316788,,,,,,,,,
supervised,FallDetection,transformer,params_1fd242e6,0.001,1e-05,128,11,0.6007832288742065,0.6164383561643836,0.5905631659056317,1.183389663696289,0.6470588235294118,0.6319327731092438,0.16136775798168942,0.9402985074626866,0.9400144394054663,0.1073222060346864,0.9715846994535519,0.9715981004891133,,,,,,,,,
supervised,FallDetection,transformer,params_8757f885,0.001,1e-05,128,3,0.6105871796607971,0.6301369863013698,0.6301369863013698,0.5994769930839539,0.6470588235294118,0.6446078431372548,0.13969479124640943,0.9343283582089552,0.9342501821836483,0.0935839231874122,0.9639344262295082,0.9639257743959432,,,,,,,,,
