pipeline,task,model,experiment_id,best_epoch,avg_test_accuracy,test_cross_user_loss,test_cross_user_accuracy,test_cross_user_f1_score,test_cross_device_loss,test_cross_device_accuracy,test_cross_device_f1_score,test_cross_env_loss,test_cross_env_accuracy,test_cross_env_f1_score,test_loss,test_accuracy,test_f1_score,test_hard_loss,test_hard_accuracy,test_hard_f1_score,test_easy_loss,test_easy_accuracy,test_easy_f1_score,test_medium_loss,test_medium_accuracy,test_medium_f1_score
supervised,HumanActivityRecognition,transformer,params_41f76eff,66,0.5903818610195204,1.0853194296859776,0.6021520402459475,0.515549410931202,1.1202810661898133,0.5917127071823205,0.4962565755891762,1.2617073804559344,0.5446468236339405,0.4683753284772044,0.97927101663391,0.623015873015873,0.566888855440697,,,,,,,,,
supervised,HumanActivityRecognition,vit,params_7fcf5b76,89,0.5884985369283499,1.894140212162038,0.5637227501397428,0.49839355953494213,2.284307857476257,0.4234806629834254,0.4301179983078272,2.207857084371603,0.5224344735673034,0.5043096563315073,0.4185713779253514,0.8443562610229277,0.8368060264561505,,,,,,,,,
supervised,HumanActivityRecognition,patchtst,params_5ad50a0b,99,0.6030505075061384,2.5526640483121192,0.5718278367803242,0.5019972402580727,3.3131495517318377,0.4929558011049724,0.45404376492575704,3.1789064146953434,0.46734784540204355,0.4465186599701149,0.4680346376320094,0.8800705467372134,0.8799238193431556,,,,,,,,,
supervised,HumanActivityRecognition,timesformer1d,params_5ac2a1c6,100,0.5537081322010434,1.8152566644201205,0.5589714924538849,0.5346261458349786,2.3231235842987155,0.41325966850828727,0.4316968164211339,2.5382348772628776,0.4247001332741004,0.4354199046394232,0.5396246691965342,0.8179012345679012,0.8187181263832922,,,,,,,,,
supervised,MotionSourceRecognition,mlp,params_d0537c49,86,0.9890687857698122,,,,,,,,,,0.037442528193993206,0.9886221945137157,0.9886244827100756,0.0253897269146858,0.9918633034987795,0.9918665994162644,0.04541161413660645,0.9879518072289156,0.9879305540958496,0.039438020681865964,0.9878378378378379,0.9878567949193131
supervised,MotionSourceRecognition,lstm,params_c579fb8f,42,0.9782977928546607,,,,,,,,,,0.07126268504007947,0.9802057356608479,0.9802087170361181,0.09551569527211304,0.9715215622457283,0.9718498388898984,0.08123762517937441,0.9785809906291834,0.9829866753068408,0.06287121588186688,0.9828828828828828,0.9828746144036916
supervised,MotionSourceRecognition,resnet18,params_1f994ff2,43,0.9971992272385797,,,,,,,,,,0.0115431767284348,0.9975062344139651,0.9975062679817641,0.0043386313983755235,0.9975589910496339,0.997558490919044,0.035526334844224225,0.9959839357429718,0.9959817459436393,0.009502395001836887,0.9977477477477478,0.9977475104430488
supervised,MotionSourceRecognition,transformer,params_a222f2d6,97,0.9753031666514675,,,,,,,,,,0.10754410773957075,0.9766209476309227,0.9766449208775254,0.09114022937277018,0.9747762408462164,0.9756544957653404,0.09622018280822568,0.9718875502008032,0.9798506775698357,0.11398991366740684,0.9779279279279279,0.9779677890238557
supervised,MotionSourceRecognition,vit,params_11a038cd,93,0.9888666567059292,,,,,,,,,,0.05005002271639766,0.9881546134663342,0.9881509198109116,0.048650135633480175,0.9861676159479251,0.9861759880704731,0.015096240960808978,0.9933065595716198,0.9946118289107689,0.05631824994988337,0.9878378378378379,0.98782303092024
supervised,MotionSourceRecognition,patchtst,params_643be153,78,0.9803321242467471,,,,,,,,,,0.0795516215554638,0.9816084788029925,0.9816476174005646,0.09629978177868845,0.9780309194467046,0.9780781700268936,0.08021413754074969,0.9785809906291834,0.983753728374587,0.07480423587446755,0.9831081081081081,0.9832260335956123
supervised,MotionSourceRecognition,timesformer1d,params_0dac0144,80,0.9704680624979607,,,,,,,,,,0.09567450391550483,0.9727244389027432,0.9727956234455652,0.12463530053190323,0.9658258746948739,0.9665406175251721,0.10046516778539752,0.9678714859437751,0.9703633990805336,0.0868521039790541,0.9754504504504504,0.9756337977158815
